user_id,outfit_id,interaction
USER_000,OUTFIT_0000,0
USER_000,OUTFIT_0001,1
USER_000,OUTFIT_0002,0
USER_000,OUTFIT_0003,1
USER_000,OUTFIT_0004,3
USER_000,OUTFIT_0005,3
USER_000,OUTFIT_0006,3
USER_000,OUTFIT_0007,1
USER_000,OUTFIT_0008,0
USER_000,OUTFIT_0009,1
USER_000,OUTFIT_0010,-1
USER_000,OUTFIT_0011,-1
USER_000,OUTFIT_0012,0
USER_000,OUTFIT_0013,-1
USER_000,OUTFIT_0014,-1
USER_000,OUTFIT_0015,0
USER_000,OUTFIT_0016,1
USER_000,OUTFIT_0017,3
USER_000,OUTFIT_0018,1
USER_000,OUTFIT_0019,3
USER_000,OUTFIT_0020,3
USER_000,OUTFIT_0021,0
USER_000,OUTFIT_0022,0
USER_000,OUTFIT_0023,-1
USER_000,OUTFIT_0024,1
USER_000,OUTFIT_0025,1
USER_000,OUTFIT_0026,-1
USER_000,OUTFIT_0027,3
USER_000,OUTFIT_0028,-1
USER_000,OUTFIT_0029,-1
USER_000,OUTFIT_0030,1
USER_000,OUTFIT_0031,1
USER_000,OUTFIT_0032,1
USER_000,OUTFIT_0033,1
USER_000,OUTFIT_0034,-1
USER_000,OUTFIT_0035,1
USER_000,OUTFIT_0036,0
USER_000,OUTFIT_0037,1
USER_000,OUTFIT_0038,1
USER_000,OUTFIT_0039,3
USER_000,OUTFIT_0040,-1
USER_000,OUTFIT_0041,1
USER_000,OUTFIT_0042,3
USER_000,OUTFIT_0043,3
USER_000,OUTFIT_0044,-1
USER_000,OUTFIT_0045,0
USER_000,OUTFIT_0046,-1
USER_000,OUTFIT_0047,1
USER_000,OUTFIT_0048,-1
USER_000,OUTFIT_0049,0
USER_001,OUTFIT_0000,3
USER_001,OUTFIT_0001,3
USER_001,OUTFIT_0002,1
USER_001,OUTFIT_0003,3
USER_001,OUTFIT_0004,-1
USER_001,OUTFIT_0005,0
USER_001,OUTFIT_0006,3
USER_001,OUTFIT_0007,1
USER_001,OUTFIT_0008,3
USER_001,OUTFIT_0009,0
USER_001,OUTFIT_0010,-1
USER_001,OUTFIT_0011,0
USER_001,OUTFIT_0012,3
USER_001,OUTFIT_0013,0
USER_001,OUTFIT_0014,1
USER_001,OUTFIT_0015,-1
USER_001,OUTFIT_0016,1
USER_001,OUTFIT_0017,1
USER_001,OUTFIT_0018,1
USER_001,OUTFIT_0019,0
USER_001,OUTFIT_0020,-1
USER_001,OUTFIT_0021,0
USER_001,OUTFIT_0022,3
USER_001,OUTFIT_0023,0
USER_001,OUTFIT_0024,1
USER_001,OUTFIT_0025,1
USER_001,OUTFIT_0026,1
USER_001,OUTFIT_0027,0
USER_001,OUTFIT_0028,3
USER_001,OUTFIT_0029,0
USER_001,OUTFIT_0030,0
USER_001,OUTFIT_0031,-1
USER_001,OUTFIT_0032,-1
USER_001,OUTFIT_0033,-1
USER_001,OUTFIT_0034,-1
USER_001,OUTFIT_0035,-1
USER_001,OUTFIT_0036,0
USER_001,OUTFIT_0037,1
USER_001,OUTFIT_0038,0
USER_001,OUTFIT_0039,1
USER_001,OUTFIT_0040,3
USER_001,OUTFIT_0041,0
USER_001,OUTFIT_0042,0
USER_001,OUTFIT_0043,0
USER_001,OUTFIT_0044,1
USER_001,OUTFIT_0045,0
USER_001,OUTFIT_0046,0
USER_001,OUTFIT_0047,0
USER_001,OUTFIT_0048,0
USER_001,OUTFIT_0049,1
USER_002,OUTFIT_0000,-1
USER_002,OUTFIT_0001,3
USER_002,OUTFIT_0002,-1
USER_002,OUTFIT_0003,0
USER_002,OUTFIT_0004,3
USER_002,OUTFIT_0005,3
USER_002,OUTFIT_0006,1
USER_002,OUTFIT_0007,1
USER_002,OUTFIT_0008,-1
USER_002,OUTFIT_0009,-1
USER_002,OUTFIT_0010,-1
USER_002,OUTFIT_0011,0
USER_002,OUTFIT_0012,-1
USER_002,OUTFIT_0013,-1
USER_002,OUTFIT_0014,-1
USER_002,OUTFIT_0015,1
USER_002,OUTFIT_0016,0
USER_002,OUTFIT_0017,1
USER_002,OUTFIT_0018,3
USER_002,OUTFIT_0019,-1
USER_002,OUTFIT_0020,-1
USER_002,OUTFIT_0021,-1
USER_002,OUTFIT_0022,1
USER_002,OUTFIT_0023,0
USER_002,OUTFIT_0024,3
USER_002,OUTFIT_0025,3
USER_002,OUTFIT_0026,3
USER_002,OUTFIT_0027,-1
USER_002,OUTFIT_0028,3
USER_002,OUTFIT_0029,-1
USER_002,OUTFIT_0030,-1
USER_002,OUTFIT_0031,-1
USER_002,OUTFIT_0032,0
USER_002,OUTFIT_0033,3
USER_002,OUTFIT_0034,1
USER_002,OUTFIT_0035,0
USER_002,OUTFIT_0036,-1
USER_002,OUTFIT_0037,1
USER_002,OUTFIT_0038,3
USER_002,OUTFIT_0039,0
USER_002,OUTFIT_0040,0
USER_002,OUTFIT_0041,0
USER_002,OUTFIT_0042,-1
USER_002,OUTFIT_0043,-1
USER_002,OUTFIT_0044,1
USER_002,OUTFIT_0045,3
USER_002,OUTFIT_0046,1
USER_002,OUTFIT_0047,1
USER_002,OUTFIT_0048,0
USER_002,OUTFIT_0049,1
USER_003,OUTFIT_0000,0
USER_003,OUTFIT_0001,0
USER_003,OUTFIT_0002,-1
USER_003,OUTFIT_0003,-1
USER_003,OUTFIT_0004,-1
USER_003,OUTFIT_0005,3
USER_003,OUTFIT_0006,3
USER_003,OUTFIT_0007,1
USER_003,OUTFIT_0008,-1
USER_003,OUTFIT_0009,1
USER_003,OUTFIT_0010,-1
USER_003,OUTFIT_0011,-1
USER_003,OUTFIT_0012,1
USER_003,OUTFIT_0013,0
USER_003,OUTFIT_0014,3
USER_003,OUTFIT_0015,-1
USER_003,OUTFIT_0016,0
USER_003,OUTFIT_0017,3
USER_003,OUTFIT_0018,1
USER_003,OUTFIT_0019,-1
USER_003,OUTFIT_0020,-1
USER_003,OUTFIT_0021,0
USER_003,OUTFIT_0022,0
USER_003,OUTFIT_0023,1
USER_003,OUTFIT_0024,0
USER_003,OUTFIT_0025,3
USER_003,OUTFIT_0026,0
USER_003,OUTFIT_0027,-1
USER_003,OUTFIT_0028,3
USER_003,OUTFIT_0029,3
USER_003,OUTFIT_0030,1
USER_003,OUTFIT_0031,3
USER_003,OUTFIT_0032,0
USER_003,OUTFIT_0033,0
USER_003,OUTFIT_0034,3
USER_003,OUTFIT_0035,0
USER_003,OUTFIT_0036,-1
USER_003,OUTFIT_0037,1
USER_003,OUTFIT_0038,1
USER_003,OUTFIT_0039,-1
USER_003,OUTFIT_0040,1
USER_003,OUTFIT_0041,1
USER_003,OUTFIT_0042,1
USER_003,OUTFIT_0043,3
USER_003,OUTFIT_0044,1
USER_003,OUTFIT_0045,-1
USER_003,OUTFIT_0046,3
USER_003,OUTFIT_0047,3
USER_003,OUTFIT_0048,0
USER_003,OUTFIT_0049,-1
USER_004,OUTFIT_0000,3
USER_004,OUTFIT_0001,0
USER_004,OUTFIT_0002,-1
USER_004,OUTFIT_0003,-1
USER_004,OUTFIT_0004,1
USER_004,OUTFIT_0005,3
USER_004,OUTFIT_0006,1
USER_004,OUTFIT_0007,0
USER_004,OUTFIT_0008,-1
USER_004,OUTFIT_0009,1
USER_004,OUTFIT_0010,-1
USER_004,OUTFIT_0011,-1
USER_004,OUTFIT_0012,0
USER_004,OUTFIT_0013,3
USER_004,OUTFIT_0014,1
USER_004,OUTFIT_0015,3
USER_004,OUTFIT_0016,0
USER_004,OUTFIT_0017,3
USER_004,OUTFIT_0018,3
USER_004,OUTFIT_0019,-1
USER_004,OUTFIT_0020,-1
USER_004,OUTFIT_0021,-1
USER_004,OUTFIT_0022,1
USER_004,OUTFIT_0023,0
USER_004,OUTFIT_0024,-1
USER_004,OUTFIT_0025,-1
USER_004,OUTFIT_0026,-1
USER_004,OUTFIT_0027,-1
USER_004,OUTFIT_0028,1
USER_004,OUTFIT_0029,1
USER_004,OUTFIT_0030,-1
USER_004,OUTFIT_0031,1
USER_004,OUTFIT_0032,0
USER_004,OUTFIT_0033,-1
USER_004,OUTFIT_0034,3
USER_004,OUTFIT_0035,1
USER_004,OUTFIT_0036,3
USER_004,OUTFIT_0037,1
USER_004,OUTFIT_0038,-1
USER_004,OUTFIT_0039,1
USER_004,OUTFIT_0040,-1
USER_004,OUTFIT_0041,0
USER_004,OUTFIT_0042,3
USER_004,OUTFIT_0043,3
USER_004,OUTFIT_0044,3
USER_004,OUTFIT_0045,0
USER_004,OUTFIT_0046,1
USER_004,OUTFIT_0047,0
USER_004,OUTFIT_0048,1
USER_004,OUTFIT_0049,3
USER_005,OUTFIT_0000,3
USER_005,OUTFIT_0001,1
USER_005,OUTFIT_0002,1
USER_005,OUTFIT_0003,1
USER_005,OUTFIT_0004,0
USER_005,OUTFIT_0005,3
USER_005,OUTFIT_0006,1
USER_005,OUTFIT_0007,1
USER_005,OUTFIT_0008,0
USER_005,OUTFIT_0009,0
USER_005,OUTFIT_0010,1
USER_005,OUTFIT_0011,0
USER_005,OUTFIT_0012,1
USER_005,OUTFIT_0013,0
USER_005,OUTFIT_0014,-1
USER_005,OUTFIT_0015,3
USER_005,OUTFIT_0016,0
USER_005,OUTFIT_0017,0
USER_005,OUTFIT_0018,0
USER_005,OUTFIT_0019,3
USER_005,OUTFIT_0020,0
USER_005,OUTFIT_0021,0
USER_005,OUTFIT_0022,3
USER_005,OUTFIT_0023,-1
USER_005,OUTFIT_0024,1
USER_005,OUTFIT_0025,-1
USER_005,OUTFIT_0026,1
USER_005,OUTFIT_0027,0
USER_005,OUTFIT_0028,-1
USER_005,OUTFIT_0029,0
USER_005,OUTFIT_0030,3
USER_005,OUTFIT_0031,1
USER_005,OUTFIT_0032,1
USER_005,OUTFIT_0033,1
USER_005,OUTFIT_0034,3
USER_005,OUTFIT_0035,3
USER_005,OUTFIT_0036,3
USER_005,OUTFIT_0037,0
USER_005,OUTFIT_0038,-1
USER_005,OUTFIT_0039,-1
USER_005,OUTFIT_0040,3
USER_005,OUTFIT_0041,3
USER_005,OUTFIT_0042,1
USER_005,OUTFIT_0043,0
USER_005,OUTFIT_0044,1
USER_005,OUTFIT_0045,3
USER_005,OUTFIT_0046,3
USER_005,OUTFIT_0047,0
USER_005,OUTFIT_0048,3
USER_005,OUTFIT_0049,1
USER_006,OUTFIT_0000,3
USER_006,OUTFIT_0001,0
USER_006,OUTFIT_0002,1
USER_006,OUTFIT_0003,1
USER_006,OUTFIT_0004,1
USER_006,OUTFIT_0005,3
USER_006,OUTFIT_0006,0
USER_006,OUTFIT_0007,-1
USER_006,OUTFIT_0008,3
USER_006,OUTFIT_0009,-1
USER_006,OUTFIT_0010,1
USER_006,OUTFIT_0011,1
USER_006,OUTFIT_0012,1
USER_006,OUTFIT_0013,1
USER_006,OUTFIT_0014,-1
USER_006,OUTFIT_0015,1
USER_006,OUTFIT_0016,3
USER_006,OUTFIT_0017,0
USER_006,OUTFIT_0018,3
USER_006,OUTFIT_0019,3
USER_006,OUTFIT_0020,0
USER_006,OUTFIT_0021,-1
USER_006,OUTFIT_0022,0
USER_006,OUTFIT_0023,1
USER_006,OUTFIT_0024,-1
USER_006,OUTFIT_0025,0
USER_006,OUTFIT_0026,3
USER_006,OUTFIT_0027,1
USER_006,OUTFIT_0028,-1
USER_006,OUTFIT_0029,-1
USER_006,OUTFIT_0030,3
USER_006,OUTFIT_0031,-1
USER_006,OUTFIT_0032,1
USER_006,OUTFIT_0033,-1
USER_006,OUTFIT_0034,-1
USER_006,OUTFIT_0035,0
USER_006,OUTFIT_0036,3
USER_006,OUTFIT_0037,0
USER_006,OUTFIT_0038,3
USER_006,OUTFIT_0039,3
USER_006,OUTFIT_0040,0
USER_006,OUTFIT_0041,1
USER_006,OUTFIT_0042,3
USER_006,OUTFIT_0043,3
USER_006,OUTFIT_0044,-1
USER_006,OUTFIT_0045,1
USER_006,OUTFIT_0046,0
USER_006,OUTFIT_0047,3
USER_006,OUTFIT_0048,0
USER_006,OUTFIT_0049,1
USER_007,OUTFIT_0000,1
USER_007,OUTFIT_0001,1
USER_007,OUTFIT_0002,-1
USER_007,OUTFIT_0003,3
USER_007,OUTFIT_0004,0
USER_007,OUTFIT_0005,3
USER_007,OUTFIT_0006,0
USER_007,OUTFIT_0007,3
USER_007,OUTFIT_0008,-1
USER_007,OUTFIT_0009,0
USER_007,OUTFIT_0010,3
USER_007,OUTFIT_0011,1
USER_007,OUTFIT_0012,-1
USER_007,OUTFIT_0013,0
USER_007,OUTFIT_0014,3
USER_007,OUTFIT_0015,1
USER_007,OUTFIT_0016,0
USER_007,OUTFIT_0017,-1
USER_007,OUTFIT_0018,0
USER_007,OUTFIT_0019,-1
USER_007,OUTFIT_0020,0
USER_007,OUTFIT_0021,3
USER_007,OUTFIT_0022,1
USER_007,OUTFIT_0023,3
USER_007,OUTFIT_0024,-1
USER_007,OUTFIT_0025,3
USER_007,OUTFIT_0026,1
USER_007,OUTFIT_0027,-1
USER_007,OUTFIT_0028,0
USER_007,OUTFIT_0029,1
USER_007,OUTFIT_0030,3
USER_007,OUTFIT_0031,-1
USER_007,OUTFIT_0032,0
USER_007,OUTFIT_0033,0
USER_007,OUTFIT_0034,0
USER_007,OUTFIT_0035,3
USER_007,OUTFIT_0036,3
USER_007,OUTFIT_0037,3
USER_007,OUTFIT_0038,-1
USER_007,OUTFIT_0039,0
USER_007,OUTFIT_0040,3
USER_007,OUTFIT_0041,3
USER_007,OUTFIT_0042,0
USER_007,OUTFIT_0043,-1
USER_007,OUTFIT_0044,1
USER_007,OUTFIT_0045,1
USER_007,OUTFIT_0046,0
USER_007,OUTFIT_0047,0
USER_007,OUTFIT_0048,-1
USER_007,OUTFIT_0049,-1
USER_008,OUTFIT_0000,0
USER_008,OUTFIT_0001,-1
USER_008,OUTFIT_0002,0
USER_008,OUTFIT_0003,3
USER_008,OUTFIT_0004,0
USER_008,OUTFIT_0005,3
USER_008,OUTFIT_0006,1
USER_008,OUTFIT_0007,-1
USER_008,OUTFIT_0008,1
USER_008,OUTFIT_0009,1
USER_008,OUTFIT_0010,-1
USER_008,OUTFIT_0011,0
USER_008,OUTFIT_0012,0
USER_008,OUTFIT_0013,-1
USER_008,OUTFIT_0014,0
USER_008,OUTFIT_0015,0
USER_008,OUTFIT_0016,0
USER_008,OUTFIT_0017,1
USER_008,OUTFIT_0018,-1
USER_008,OUTFIT_0019,-1
USER_008,OUTFIT_0020,1
USER_008,OUTFIT_0021,1
USER_008,OUTFIT_0022,1
USER_008,OUTFIT_0023,3
USER_008,OUTFIT_0024,3
USER_008,OUTFIT_0025,0
USER_008,OUTFIT_0026,3
USER_008,OUTFIT_0027,1
USER_008,OUTFIT_0028,-1
USER_008,OUTFIT_0029,1
USER_008,OUTFIT_0030,-1
USER_008,OUTFIT_0031,3
USER_008,OUTFIT_0032,3
USER_008,OUTFIT_0033,-1
USER_008,OUTFIT_0034,1
USER_008,OUTFIT_0035,3
USER_008,OUTFIT_0036,-1
USER_008,OUTFIT_0037,-1
USER_008,OUTFIT_0038,1
USER_008,OUTFIT_0039,3
USER_008,OUTFIT_0040,-1
USER_008,OUTFIT_0041,-1
USER_008,OUTFIT_0042,-1
USER_008,OUTFIT_0043,-1
USER_008,OUTFIT_0044,0
USER_008,OUTFIT_0045,0
USER_008,OUTFIT_0046,3
USER_008,OUTFIT_0047,3
USER_008,OUTFIT_0048,3
USER_008,OUTFIT_0049,3
USER_009,OUTFIT_0000,3
USER_009,OUTFIT_0001,1
USER_009,OUTFIT_0002,-1
USER_009,OUTFIT_0003,3
USER_009,OUTFIT_0004,1
USER_009,OUTFIT_0005,0
USER_009,OUTFIT_0006,1
USER_009,OUTFIT_0007,-1
USER_009,OUTFIT_0008,1
USER_009,OUTFIT_0009,1
USER_009,OUTFIT_0010,3
USER_009,OUTFIT_0011,-1
USER_009,OUTFIT_0012,-1
USER_009,OUTFIT_0013,0
USER_009,OUTFIT_0014,3
USER_009,OUTFIT_0015,1
USER_009,OUTFIT_0016,0
USER_009,OUTFIT_0017,1
USER_009,OUTFIT_0018,-1
USER_009,OUTFIT_0019,3
USER_009,OUTFIT_0020,3
USER_009,OUTFIT_0021,1
USER_009,OUTFIT_0022,3
USER_009,OUTFIT_0023,3
USER_009,OUTFIT_0024,-1
USER_009,OUTFIT_0025,1
USER_009,OUTFIT_0026,3
USER_009,OUTFIT_0027,1
USER_009,OUTFIT_0028,3
USER_009,OUTFIT_0029,3
USER_009,OUTFIT_0030,-1
USER_009,OUTFIT_0031,3
USER_009,OUTFIT_0032,-1
USER_009,OUTFIT_0033,3
USER_009,OUTFIT_0034,3
USER_009,OUTFIT_0035,1
USER_009,OUTFIT_0036,0
USER_009,OUTFIT_0037,3
USER_009,OUTFIT_0038,1
USER_009,OUTFIT_0039,0
USER_009,OUTFIT_0040,1
USER_009,OUTFIT_0041,-1
USER_009,OUTFIT_0042,1
USER_009,OUTFIT_0043,0
USER_009,OUTFIT_0044,3
USER_009,OUTFIT_0045,3
USER_009,OUTFIT_0046,3
USER_009,OUTFIT_0047,3
USER_009,OUTFIT_0048,-1
USER_009,OUTFIT_0049,1
USER_010,OUTFIT_0000,3
USER_010,OUTFIT_0001,3
USER_010,OUTFIT_0002,1
USER_010,OUTFIT_0003,3
USER_010,OUTFIT_0004,-1
USER_010,OUTFIT_0005,0
USER_010,OUTFIT_0006,3
USER_010,OUTFIT_0007,1
USER_010,OUTFIT_0008,3
USER_010,OUTFIT_0009,0
USER_010,OUTFIT_0010,-1
USER_010,OUTFIT_0011,0
USER_010,OUTFIT_0012,3
USER_010,OUTFIT_0013,0
USER_010,OUTFIT_0014,1
USER_010,OUTFIT_0015,-1
USER_010,OUTFIT_0016,1
USER_010,OUTFIT_0017,1
USER_010,OUTFIT_0018,1
USER_010,OUTFIT_0019,0
USER_010,OUTFIT_0020,-1
USER_010,OUTFIT_0021,0
USER_010,OUTFIT_0022,3
USER_010,OUTFIT_0023,0
USER_010,OUTFIT_0024,1
USER_010,OUTFIT_0025,1
USER_010,OUTFIT_0026,1
USER_010,OUTFIT_0027,0
USER_010,OUTFIT_0028,3
USER_010,OUTFIT_0029,0
USER_010,OUTFIT_0030,0
USER_010,OUTFIT_0031,-1
USER_010,OUTFIT_0032,-1
USER_010,OUTFIT_0033,-1
USER_010,OUTFIT_0034,-1
USER_010,OUTFIT_0035,-1
USER_010,OUTFIT_0036,0
USER_010,OUTFIT_0037,1
USER_010,OUTFIT_0038,0
USER_010,OUTFIT_0039,1
USER_010,OUTFIT_0040,3
USER_010,OUTFIT_0041,0
USER_010,OUTFIT_0042,0
USER_010,OUTFIT_0043,0
USER_010,OUTFIT_0071,3
USER_010,OUTFIT_0072,3
USER_010,OUTFIT_0073,3
USER_010,OUTFIT_0044,0
USER_010,OUTFIT_0075,1
USER_010,OUTFIT_0076,1
USER_010,OUTFIT_0077,1
USER_001,OUTFIT_0078,1
USER_001,OUTFIT_0079,-1
USER_011,OUTFIT_0078,3
USER_011,OUTFIT_0079,3
